Date,Summary,Precip Type,Temperature (C),Humidity,Wind Speed (km/h)
2006-04-07 14:00:00.000 +0200,Mostly Cloudy,rain,10.19,0.53,18.99
2006-04-07 15:00:00.000 +0200,Partly Cloudy,rain,11.16,0.44,13.96
2006-04-07 16:00:00.000 +0200,Partly Cloudy,rain,10.24,0.4,12.26
2006-04-07 17:00:00.000 +0200,Partly Cloudy,rain,11.11,0.4,9.05
2006-04-07 18:00:00.000 +0200,Partly Cloudy,rain,10.22,0.47,7.36
2006-04-07 19:00:00.000 +0200,Partly Cloudy,rain,8.02,0.55,4.16
2006-04-07 20:00:00.000 +0200,Partly Cloudy,rain,7.43,0.61,2.32
2006-04-07 21:00:00.000 +0200,Partly Cloudy,rain,5.15,0.73,2.76
2006-04-07 22:00:00.000 +0200,Clear,rain,4.03,0.74,5.96
2006-04-07 23:00:00.000 +0200,Partly Cloudy,rain,4.19,0.75,6.04
2006-04-08 00:00:00.000 +0200,Partly Cloudy,rain,3.9,0.8,5.91
2006-04-08 01:00:00.000 +0200,Clear,rain,2.79,0.83,9.99
2006-04-08 02:00:00.000 +0200,Clear,rain,5.17,0.79,5.34
2006-04-08 03:00:00.000 +0200,Clear,rain,2.7,0.83,5.75
2006-04-08 04:00:00.000 +0200,Partly Cloudy,rain,1.68,0.9,5.62
2006-04-08 05:00:00.000 +0200,Partly Cloudy,rain,2.26,0.88,2.94
2006-04-08 06:00:00.000 +0200,Clear,rain,1.06,0.9,1.29
2006-04-08 07:00:00.000 +0200,Clear,rain,1.06,0.9,4.27
2006-04-08 08:00:00.000 +0200,Clear,rain,5.69,0.8,-0.07
2006-04-08 09:00:00.000 +0200,Clear,rain,9.92,0.64,14.19
2006-04-08 10:00:00.000 +0200,Clear,rain,11.17,0.52,1.37
2006-04-08 11:00:00.000 +0200,Partly Cloudy,rain,11.16,0.46,6.64
2006-04-08 12:00:00.000 +0200,Partly Cloudy,rain,12.34,0.41,6.83
2006-04-08 13:00:00.000 +0200,Partly Cloudy,rain,12.95,0.39,8.86
2006-04-08 14:00:00.000 +0200,Partly Cloudy,rain,12.99,0.36,9.28
2006-04-08 15:00:00.000 +0200,Partly Cloudy,rain,13.02,0.38,9.18
2006-04-08 16:00:00.000 +0200,Partly Cloudy,rain,13.99,0.44,10.08
2006-04-08 17:00:00.000 +0200,Partly Cloudy,rain,13.12,0.46,11.9
2006-04-08 18:00:00.000 +0200,Clear,rain,12.48,0.47,12.15
2006-04-08 19:00:00.000 +0200,Clear,rain,10.31,0.55,9.54
2006-04-08 20:00:00.000 +0200,Clear,rain,9.24,0.6,7.35
2006-04-08 21:00:00.000 +0200,Clear,rain,7.93,0.66,9.44
2006-04-08 22:00:00.000 +0200,Clear,rain,7.83,0.63,6.45
2006-04-08 23:00:00.000 +0200,Clear,rain,7.24,0.67,5.91
2006-04-09 00:00:00.000 +0200,Clear,rain,6.12,0.72,6.11
2006-04-09 01:00:00.000 +0200,Clear,rain,5.56,0.74,6.3
2006-04-09 02:00:00.000 +0200,Partly Cloudy,rain,8.34,0.7,13.08
2006-04-09 03:00:00.000 +0200,Clear,rain,3.94,0.8,6.33
2006-04-09 04:00:00.000 +0200,Clear,rain,2.34,0.89,3.18
2006-04-09 05:00:00.000 +0200,Clear,rain,2.12,0.91,5.93
2006-04-09 06:00:00.000 +0200,Clear,rain,2.27,0.9,10.41
2006-04-09 07:00:00.000 +0200,Clear,rain,3.76,0.87,10.42
2006-04-09 08:00:00.000 +0200,Clear,rain,6.21,0.77,11.6
2006-04-09 09:00:00.000 +0200,Partly Cloudy,rain,10.11,0.64,11.18
2006-04-09 10:00:00.000 +0200,Clear,rain,12.34,0.5,17.51
2006-04-09 11:00:00.000 +0200,Clear,rain,13.04,0.48,19.33
2006-04-09 12:00:00.000 +0200,Partly Cloudy,rain,14.08,0.48,20.32
2006-04-09 13:00:00.000 +0200,Partly Cloudy,rain,15.19,0.42,15.78
2006-04-09 14:00:00.000 +0200,Partly Cloudy,rain,16.35,0.41,14.48
2006-04-09 15:00:00.000 +0200,Mostly Cloudy,rain,17.37,0.39,15.8
2006-04-09 16:00:00.000 +0200,Mostly Cloudy,rain,17.39,0.36,15.93
2006-04-09 17:00:00.000 +0200,Overcast,rain,17.49,0.35,13.84
2006-04-09 18:00:00.000 +0200,Mostly Cloudy,rain,17.39,0.36,14.19
2006-04-09 19:00:00.000 +0200,Partly Cloudy,rain,15.19,0.42,9.41
2006-04-09 20:00:00.000 +0200,Partly Cloudy,rain,11.81,0.56,10.08
2006-04-09 21:00:00.000 +0200,Partly Cloudy,rain,11.26,0.59,10.63
2006-04-09 22:00:00.000 +0200,Partly Cloudy,rain,10.13,0.66,10.87
2006-04-09 23:00:00.000 +0200,Partly Cloudy,rain,10.24,0.63,13.32
